WaitTime,QueueLength
51.25012427858372,3.0
39.61714729428501,1.0
40.63096311969461,7.0
5.573304828217985,5.0
6.309149288664443,5.0
0.8669310632913891,3.0
49.68520228930166,3.0
31.06092445480266,2.0
32.395745640223595,6.0
33.7368522020646,8.0
34.010200224310154,3.0
14.846978432596927,5.0
13.072137426936024,4.0
47.19974675664963,2.0
41.776711148500425,6.0
28.606972933059268,8.0
20.27260350429654,
13.414079755836724,
8.77514056346186,
6.34487220210994,
47.49144643188572,
44.00547573378927,
41.88442519557441,
40.797348132945274,
36.51801552781876,
6.963615330496623,
4.168498599294992,
41.767304899226474,
31.845105496341773,
13.459966995636478,
20.306637893268714,
16.341875788230254,
7.579001905007999,
4.957537892934852,
25.683852182988517,
8.40755897378125,
5.645065377027208,
50.45984839339559,
39.8451828844685,
40.46237128382336,
41.25296047672924,
35.76798651118071,
21.897979321269077,
6.468618476165489,
6.796506563537719,
0.2786269000074526,
30.540885486126854,
21.410294848693184,
22.525777140558375,
18.814574714176615,
18.563145332449267,
17.384230799416628,
17.448014259331785,
15.920741940746552,
0.9551373736746882,
34.87958561301264,
34.63467229629077,
27.01888421468675,
7.0517215688590795,
7.0843454147430975,
46.770132218032245,
32.26504465967275,
32.0933091018228,
26.01286679074849,
12.020255145419014,
52.6412393906312,
50.15107801060526,
51.572872730572044,
19.23991182083364,
8.406686239033206,
2.658651267381856,
40.545530903760664,
30.812414627308613,
4.705259074640026,
43.11339236785409,
26.80706506121703,
15.514491872446342,
16.630188799992197,
15.07538048228946,
11.450948800352535,
50.59220680485657,
44.08764331379962,
35.21152186368283,
36.058801799002026,
29.616089221358152,
30.81454248196144,
16.640423807536422,
15.258374639135354,
11.944203718738322,
3.438971767488283,
