WaitTime,QueueLength
48.86930529045644,8.0
41.278670033110494,6.0
41.496536807378675,13.0
31.097641362741534,10.0
32.341209943700576,9.0
28.066571425588847,9.0
23.27135434023193,9.0
24.6462317032101,17.0
13.100924870716959,5.0
13.341784897836362,12.0
14.40904461262835,11.0
13.490852428038636,5.0
10.309864649036577,9.0
9.210118141425149,8.0
10.244330265331236,
10.528187790409703,
6.116683571933635,
47.297387006299914,
41.243156479886196,
39.094603315063395,
38.0152150483143,
36.47905247372552,
19.68883648994553,
11.230823938441489,
7.973913086318902,
46.28648100338006,
45.74233384383916,
43.595503554031694,
36.47314928907679,
36.14763426955807,
36.72807489090684,
35.81216863042272,
35.726399911720506,
26.90646488224391,
24.97366842305331,
23.614031043754892,
21.640818887318346,
21.054771808268868,
14.827692280280019,
51.4783138189938,
43.60754107615642,
40.95277484323796,
39.85477556056543,
41.11884066713134,
40.58240500210184,
41.42092538718117,
32.46388843589523,
25.91810640752101,
23.286405083834154,
16.809710476591647,
10.64052657218025,
10.842493525362556,
12.101165383355124,
7.308040963938197,
8.226179799267925,
0.5810695443410054,
50.53986107101838,
51.248729990356196,
46.86420650400282,
42.45302231876747,
43.93029344752961,
34.157842536339615,
18.09712197544667,
18.570916718359,
15.1291123080685,
15.772261966814312,
12.453111596678411,
52.00917806522375,
48.076251924282076,
40.63939398676166,
37.983562458941776,
39.16160845764455,
38.86114888272772,
32.74628334970572,
33.88533093232655,
30.075339662552153,
13.367572914317464,
10.297279845275,
9.788539380070404,
6.7509363507512035,
1.365887574443434,
52.46505928543161,
50.290271788151415,
38.05447347032248,
28.866435941184136,
26.491844498206888,
16.235269040144146,
16.731116004719354,
16.684428434622077,
16.743723396787914,
10.44925782742115,
9.525313838283864,
47.56278867250501,
48.3815140462284,
46.58439601841894,
47.7050011761188,
48.983120799363405,
49.60558584445869,
44.29743478463615,
44.96424507597044,
38.85892010357975,
35.74954606838901,
34.02854508327425,
34.280095884459115,
33.92652346344778,
35.10783927939042,
32.95525963421801,
33.16938299613071,
27.4400872426736,
19.258983121245706,
15.425123366204389,
7.7709039921580825,
59.60510404646834,
52.85787701034121,
31.884031694649025,
24.00516543577305,
10.389828742952886,
9.703654872958282,
5.495844637237269,
47.198122601006844,
37.825964768242216,
38.52619694454836,
27.721438641184022,
28.244140268853926,
29.218136008661304,
27.72291814945163,
27.05145422841656,
25.510487611382587,
22.618839671916703,
23.965569717658468,
23.373241141960648,
18.75616707236975,
13.552641870556272,
13.314995302459806,
14.69796320753062,
12.840889246399684,
11.582236966628898,
7.435515755767597,
8.160847423551672,
55.14697294061352,
53.020806794542295,
52.901429828517394,
51.59303407978723,
51.3604263042165,
51.80486732591464,
38.22724086478286,
35.751300859712615,
36.93157016964062,
25.172691533178977,
20.814156886395835,
37.45528370049078,
37.914679849409595,
35.11204284239466,
10.616392208750995,
9.115239046291094,
1.5966984363330994,
0.20832559732662048,
52.816566105173706,
50.494779476120016,
39.953302268474886,
27.778563108520075,
23.29009179769548,
20.77510526352478,
21.715520078899658,
20.50388620278534,
15.969013261242935,
15.06747008763898,
4.994006375452955,
6.126106943700506,
41.089270271237524,
39.391706756558506,
36.19055286126422,
