WaitTime,QueueLength
22.02456866969129,2.0
21.25731990136321,2.0
34.02291079908662,4.0
30.076672380844656,5.0
42.53105204636711,4.0
39.10691587623985,5.0
37.00048305499217,2.0
23.123690924383624,4.0
50.86196932871519,6.0
46.10082594056115,4.0
41.42290070131648,6.0
16.298489624128052,7.0
9.138899822309554,5.0
51.890706939898394,7.0
44.086094377891214,5.0
30.21462588800972,3.0
29.380149957555034,
6.114862037427997,
47.12026637549832,
41.260437255598106,
38.19803972657962,
32.93288751531685,
25.884814017945303,
49.082669246877515,
5.952582722552677,
4.547184310346438,
2.4672301621873203,
46.75225627340069,
46.84181473105053,
17.26267148397966,
13.279858527465876,
47.24281017444247,
46.02227566286024,
30.139408926809153,
27.67918547588812,
19.709579002067017,
17.52782447374352,
11.695018229965058,
12.44119877077594,
13.703498399652858,
9.200933716638815,
51.93146136016219,
50.10765798737668,
37.300407149999955,
11.68680515513563,
45.36146762114879,
26.981190544094034,
20.059010377004597,
15.391661325725295,
13.203595139005415,
13.827876970299144,
11.139458258805575,
10.431372010285372,
41.13673319190082,
36.626254843223364,
37.78689569512733,
38.374543686894754,
33.646360969235616,
33.84496786533191,
21.328636716151664,
41.52569046407075,
30.329760398164808,
30.814686556808965,
25.031111684697976,
12.9339572765914,
50.19103959552069,
46.481769325018945,
42.84396007011958,
31.680562201516864,
30.5441729572716,
27.46544069103072,
26.507091771509067,
29.6800963943748,
27.646076845544485,
20.680283262462012,
13.904317405426582,
14.270806055420508,
3.7358910503994593,
22.780049045902956,
17.69695338257293,
12.447176378464292,
